start,end,sentiment_score,rolling_mean_5,rolling_std_5,tone_change_z,is_change,text
0.0,38.462,0.8780297040939331,0.8780297040939331,0.0,0.0,False,"Good afternoon. My name’s Rob and I’ll be your conference operator today. At this time, I would like to welcome everyone to the NVIDIA’s Fourth Quarter Earnings Call. All lines have been placed on mute to prevent any background noise. After the speaker’s remarks, there will be a question and answer session. If you would like to ask a question during this time, simply press star, followed by the number one on your telephone keypad. If you would like to withdraw your question, press star, one again. Thank you. Simona Jankowski, you may begin your conference."
38.462,91.154,-0.6386705040931702,0.11967960000038147,0.7583501040935516,-1.0,False,"Thank you. Good afternoon everyone, and welcome to NVIDIA’s conference call for the fourth quarter and fiscal 2024. With me today from NVIDIA are Jensen Huang, President and Chief Executive Officer, and Colette Kress, Executive Vice President and Chief Financial Officer. I’d like to remind you that our call is being webcast live on NVIDIA’s Investor Relations website. The webcast will be available for replay until the conference call to discuss our financial results for the first quarter of fiscal 2025. The content of today’s call is NVIDIA’s property. It can’t be reproduced or transcribed without our prior written consent. During this call, we may make forward-looking statements based on current expectations. These are subject to a number of significant risks and uncertainties, and our actual results may differ materially."
91.154,140.0,-0.9659291505813599,-0.24218998352686563,0.8033030423716196,-0.900954096872052,False,"For a discussion of factors that could affect our future financial results and business, please refer to the disclosure in today’s earnings release, our most recent forms, 10-K and 10-Q, and the reports that we may file on Form 8-K with the Securities and Exchange Commission. All our statements are made as of today, February 21st 2024, based on information currently available to us. Except as required by law, we assume no obligation to update any such statements. During this call, we will discuss non-GAAP financial measures. You can find a reconciliation of these non-GAAP financial measures to GAAP financial measures in our CFO commentary, which is posted on our website. With that, let me turn the call over to Colette."
140.0,188.077,0.9853744506835938,0.0647011250257492,0.8755103031595823,1.0515847984144513,False,"Thanks, Simona. Q4 was another record quarter. Revenue of 22.1 billion was up 22% sequentially and up 265% year-on-year and well above our outlook of 20 billion. For fiscal 2024, revenue was 60.9 billion and up 126% from the prior year. Starting with the data center. Data center revenue for the fiscal 2024 year was 47.5 billion, more than tripling from the prior year. The world has reached the tipping point of new computing era. The trillion dollar installed base of data center infrastructure is rapidly transitioning from general purpose to accelerated computing. As Moore’s Law slows, while computing demand continues to skyrocket, companies may accelerate every workload possible to drive future improvement in performance, TCO, and energy efficiency."
188.077,235.0,0.9854171872138977,0.24884433746337892,0.8653609209447045,0.8511741539546421,False,"At the same time, companies have started to build the next generation of modern data centers, what we refer to as AI factories, purpose-built to refine raw data and produce valuable intelligence in the era of generative AI. In the fourth quarter, data center revenue of 18.4 billion was a record, up 27% sequentially and up 409% year-on-year, driven by the NVIDIA Hopper GPU computing platform, along with InfiniBand end-to-end networking. Compute revenue grew more than 5x and networking revenue tripled from last year. We are delighted that supply of Hopper architecture products is improving. Demand for Hopper remains very strong. We expect our next-generation products to be supply constrained as demand far exceeds supply."
235.0,282.308,0.9989902377128601,0.27303644418716433,0.8841002175581386,0.8211216094152323,False,"Fourth quarter data center growth was driven by both training and inference of generative AI and large-language models across a broad set of industries, use cases and regions. The versatility and leading performance of our data center platform enables a high return on investment for many use cases, including AI training and inference, data processing, and a broad range of CUDA accelerated workloads. We estimate in the past year, approximately 40% of data center revenue was for AI inference. Building and deploying AI solutions has reached virtually every industry. Many companies across industries are training and operating their AI models and services at scale, enterprises across NVIDIA AI infrastructure through cloud providers, including hyperscales, GPU specialized and private clouds or on-premise."
282.308,328.846,0.9945138692855835,0.5996733188629151,0.7828189892083653,0.5043829491437802,False,"NVIDIA’s computing stack extends seamlessly across cloud and on-premise environments, allowing customers to deploy with a multi-cloud or hybrid-cloud strategy. In the fourth quarter, large cloud providers represented more than half of our data center revenue, supporting both internal workloads and external public cloud customers. Microsoft recently noted that more than 50,000 organizations use GitHub Copilot business to supercharge the productivity of their developers, contributing to GitHub revenue growth accelerating to 40% year-on-year. And Copilot for Microsoft 365 adoption grew faster in its first two months than the two previous major Microsoft 365 Enterprise Suite releases did. Consumer internet companies have been early adopters of AI and represent one of our largest customer categories."
328.846,370.384,0.9978035092353821,0.9924198508262634,0.00591968978666324,0.9094494142662348,False,"Companies from search to e-commerce, social media, news and video services, and entertainment are using AI for deep learning-based recommendation systems. These AI investments are generating a strong return by improving customer engagement, ad conversation and click-throughs rates. Meta, in its latest quarter, cited more accurate predictions and improved advertiser performance as contributing to the significant acceleration in its revenue. In addition, consumer internet companies are investing in generative AI to support content creators, advertisers, and customers through automation tools for content and ad creation, online product descriptions and AI shopping assistance. Enterprise software companies are applying generative AI to help customers realize productivity gains."
370.384,420.769,0.9997441172599792,0.9952937841415406,0.005252111727106608,0.8473416693460876,False,"Early customers we’ve partnered with for both training and inference of generative AI are already seeing notable commercial success. ServiceNow’s generative AI products, in their latest quarter, drove their largest ever net new annual contract value contribution of any new product family release. We are working with many other leading AI and enterprise software platforms as well, including Adobe, Databricks, Getty Images, SAP and Snowflake. The field of foundation large-language models is thriving. Anthropic, Google, Inflection, Microsoft, OpenAI and xAI are leading with continued amazing breakthroughs in generative AI. Exciting companies like Adept, AI21, Character.ai, Cohere, Mistral, Perplexity and Runway are building platforms to serve enterprises and creators. New startups are creating LLMs to serve the specific languages, cultures, and customs of the world’s many regions."
420.769,459.231,0.9961745738983154,0.997445261478424,0.0018977743827416158,-0.6695672529170323,False,"And others are creating foundation models to address entirely different industries like Recursion Pharmaceuticals and Generate: Biomedicines for biology. These companies are driving demand for NVIDIA AI infrastructure through hyperscale or GPU specialized cloud providers. Just this morning, we announced that we’ve collaborated with Google to its state-of-the-art new GEMMA language models to accelerate their inference performance on NVIDIA GPUs in the cloud, data center and PC. One of the most notable trends over the past year is the significant adoption of AI by enterprises across the industry verticals such as automotive, healthcare, and financial services."
459.231,505.385,-0.8256725072860718,0.6325127124786377,0.7290946705296782,-1.9999943473806439,False,"NVIDIA offers multiple application frameworks to help companies adopt AI in vertical domains such as autonomous driving, drug discovery, low latency machine learning for fraud detection, or robotics, leveraging our full stack accelerated computing platform. We estimate that data center revenue contribution of the automotive vertical, through the cloud or on-prem, exceeded a billion dollars last year. NVIDIA DRIVE infrastructure solutions include systems and software for the development of autonomous driving, including data ingestion, creation, labeling, and AI training, plus validation through simulation. Almost 80 vehicle manufacturers across global OEMs, new energy vehicles, trucking, robotaxi and tier one suppliers are using NVIDIA’s AI infrastructure to train LLMs and other AI models for automated driving and AI cockpit applications."
505.385,551.154,0.9965537786483765,0.6329206943511962,0.7292976650252339,0.498607224094977,False,"In effect, nearly every automotive company working on AI is working with NVIDIA. As AV algorithms move to video transformers and more cars are equipped with cameras, we expect NVIDIA’s automotive data center processing demand to grow significantly. In healthcare, digital biology and generative AI are helping to reinvent drug discovery, surgery, medical imaging, and wearable devices. We have built deep domain expertise in healthcare over the past decade, creating the NVIDIA Clara healthcare platform and NVIDIA BioNeMo, a generative AI service to develop, customize, and deploy AI foundation models for computer-aided drug discovery. BioNeMo features a growing collection of pre-trained, biomolecular AI models that can be applied to the end-to-end drug discovery processes."
551.154,598.462,0.9975981116294861,0.6328796148300171,0.7292771164233269,0.5001096134596922,False,"We announced Recursion is making available for the proprietary AI model, through BioNeMo, for the drug discovery ecosystem. In financial services, customers are using AI for a growing set of use cases from trading and risk management, to customer service and fraud detection. For example, American Express improved fraud detection accuracy by 6% using NVIDIA AI. Shifting to our data center revenue by geography, growth was strong across all regions except for China, where our data center revenue declined significantly following the U.S. Government export control regulations imposed in October. Although we have not received licenses from the U.S. Government to ship restricted products to China, we have started shipping alternatives that don’t require a license for the China market."
598.462,651.924,0.9819777607917786,0.629326343536377,0.7275221489934087,0.484729458399756,False,"China represented a mid-single digit percentage of our data center revenue in Q4, and we expect it to stay in a similar range in the first quarter. In regions outside of the U.S. and China, sovereign AI has become an additional demand driver. Countries around the world are investing in AI infrastructure to support the building of large language models in their own language, on domestic data and in support of their local research and enterprise ecosystems. From a product perspective, the vast majority of revenue was driven by our Hopper architecture, along with InfiniBand networking. Together, they have emerged as the de-facto standard for accelerated computing and AI infrastructure. We are on track to ramp H200 with initial shipments in the second quarter. Demand is strong as H200 nearly doubles the inference performance of H100."
